ulasan,label,tokens,normalized,stem,token_finish
air terjunnya langsung k laut mantab deh pokoknya,1,"['air', 'terjunnya', 'langsung', 'k', 'laut', 'mantab', 'deh', 'pokoknya']","['terjunnya', 'langsung', 'laut', 'mantab', 'pokoknya']","['terjun', 'langsung', 'laut', 'mantab', 'pokok']","['terjun', 'langsung', 'laut', 'mantab', 'pokok']"
obyek foto yang ciamik  ,1,"['obyek', 'foto', 'yang', 'ciamik']","['obyek', 'foto', 'yang', 'ciamik']","['obyek', 'foto', 'yang', 'ciamik']","['obyek', 'foto', 'ciamik']"
sangat damai suasananya sejuk pemandangan,1,"['sangat', 'damai', 'suasananya', 'sejuk', 'pemandangan']","['sangat', 'damai', 'suasananya', 'sejuk', 'pemandangan']","['sangat', 'damai', 'suasana', 'sejuk', 'pandang']","['damai', 'suasana', 'sejuk', 'pandang']"
eksotik,1,['eksotik'],['eksotik'],['eksotik'],['eksotik']
masih alami  bersih,1,"['masih', 'alami', 'bersih']","['masih', 'alami', 'bersih']","['masih', 'alami', 'bersih']","['alami', 'bersih']"
wisata air terjun turoan,1,"['wisata', 'air', 'terjun', 'turoan']","['wisata', 'terjun', 'turoan']","['wisata', 'terjun', 'turoan']","['wisata', 'terjun', 'turoan']"
sangat seruu,1,"['sangat', 'seruu']","['sangat', 'seru']","['sangat', 'seru']",['seru']
lokasinya mudah dijangkau tidak ada tiket masuk,0,"['lokasinya', 'mudah', 'dijangkau', 'tidak', 'ada', 'tiket', 'masuk']","['lokasinya', 'mudah', 'dijangkau', 'tidak', 'tiket', 'masuk']","['lokasi', 'mudah', 'jangkau', 'tidak', 'tiket', 'masuk']","['lokasi', 'mudah', 'jangkau', 'tiket', 'masuk']"
sulit ada air terjun jatuhnya ke laut,1,"['sulit', 'ada', 'air', 'terjun', 'jatuhnya', 'ke', 'laut']","['sulit', 'terjun', 'jatuhnya', 'laut']","['sulit', 'terjun', 'jatuh', 'laut']","['sulit', 'terjun', 'jatuh', 'laut']"
baik untuk penelitian ,1,"['baik', 'untuk', 'penelitian']","['baik', 'untuk', 'penelitian']","['baik', 'untuk', 'teliti']",['teliti']
air terjun yang menarik langsung ke pantai,1,"['air', 'terjun', 'yang', 'menarik', 'langsung', 'ke', 'pantai']","['terjun', 'yang', 'menarik', 'langsung', 'pantai']","['terjun', 'yang', 'tarik', 'langsung', 'pantai']","['terjun', 'tarik', 'langsung', 'pantai']"
biasa saja,0,"['biasa', 'saja']","['biasa', 'saja']","['biasa', 'saja']",[]
wisata air terjun yg ada d madura,1,"['wisata', 'air', 'terjun', 'yg', 'ada', 'd', 'madura']","['wisata', 'terjun', 'yang', 'madura']","['wisata', 'terjun', 'yang', 'madura']","['wisata', 'terjun', 'madura']"
air nya dingin seger banget,1,"['air', 'nya', 'dingin', 'seger', 'banget']","['dingin', 'segar', 'banget']","['dingin', 'segar', 'banget']","['dingin', 'segar', 'banget']"
intinya suka banget sama air terjun itu  ,1,"['intinya', 'suka', 'banget', 'sama', 'air', 'terjun', 'itu']","['intinya', 'suka', 'banget', 'sama', 'terjun']","['inti', 'suka', 'banget', 'sama', 'terjun']","['inti', 'suka', 'banget', 'terjun']"
biasa ajadilarang nyemplung berenang,0,"['biasa', 'ajadilarang', 'nyemplung', 'berenang']","['biasa', 'ajadilarang', 'nyemplung', 'berenang']","['biasa', 'ajadilarang', 'nyemplung', 'renang']","['ajadilarang', 'nyemplung', 'renang']"
mencari sunset,1,"['mencari', 'sunset']","['mencari', 'sunset']","['cari', 'sunset']","['cari', 'sunset']"
soal nya satu nya air turjun di madura,1,"['soal', 'nya', 'satu', 'nya', 'air', 'turjun', 'di', 'madura']","['soal', 'satu', 'turjun', 'madura']","['soal', 'satu', 'turjun', 'madura']","['turjun', 'madura']"
air terjun langsung pinggir pantai,1,"['air', 'terjun', 'langsung', 'pinggir', 'pantai']","['terjun', 'langsung', 'pinggir', 'pantai']","['terjun', 'langsung', 'pinggir', 'pantai']","['terjun', 'langsung', 'pinggir', 'pantai']"
air terjun di padu sama laut,1,"['air', 'terjun', 'di', 'padu', 'sama', 'laut']","['terjun', 'padu', 'sama', 'laut']","['terjun', 'padu', 'sama', 'laut']","['terjun', 'padu', 'laut']"
cakep pada bulan  tertentu saja,0,"['cakep', 'pada', 'bulan', 'tertentu', 'saja']","['cakep', 'pada', 'bulan', 'tertentu', 'saja']","['cakep', 'pada', 'bulan', 'tentu', 'saja']",['cakep']
niagara kw  ,1,"['niagara', 'kw']",['niagara'],['niagara'],['niagara']
gelombang lautnya lumayan besar,0,"['gelombang', 'lautnya', 'lumayan', 'besar']","['gelombang', 'lautnya', 'lumayan', 'besar']","['gelombang', 'laut', 'lumayan', 'besar']","['gelombang', 'laut', 'lumayan']"
salah satu destinasi wisata d sampang madura,1,"['salah', 'satu', 'destinasi', 'wisata', 'd', 'sampang', 'madura']","['salah', 'satu', 'destinasi', 'wisata', 'sampang', 'madura']","['salah', 'satu', 'destinasi', 'wisata', 'sampang', 'madura']","['salah', 'destinasi', 'wisata', 'sampang', 'madura']"
air terjun toroan memang mantap,1,"['air', 'terjun', 'toroan', 'memang', 'mantap']","['terjun', 'toroan', 'memang', 'mantap']","['terjun', 'toro', 'memang', 'mantap']","['terjun', 'toro', 'mantap']"
tempat ini nyaman untuk berwisata,1,"['tempat', 'ini', 'nyaman', 'untuk', 'berwisata']","['tempat', 'nyaman', 'untuk', 'berwisata']","['tempat', 'nyaman', 'untuk', 'wisata']","['nyaman', 'wisata']"
airnya kurang bersih,0,"['airnya', 'kurang', 'bersih']","['airnya', 'kurang', 'bersih']","['air', 'kurang', 'bersih']","['air', 'bersih']"
lokasi terlihat dr jalan raya,1,"['lokasi', 'terlihat', 'dr', 'jalan', 'raya']","['lokasi', 'terlihat', 'dari', 'jalan', 'raya']","['lokasi', 'lihat', 'dari', 'jalan', 'raya']","['lokasi', 'lihat', 'jalan', 'raya']"
bisakah mobil masuk,0,"['bisakah', 'mobil', 'masuk']","['bisakah', 'mobil', 'masuk']","['bisa', 'mobil', 'masuk']","['mobil', 'masuk']"
air terjun toroan seruuuu ,1,"['air', 'terjun', 'toroan', 'seruuuu']","['terjun', 'toroan', 'seruuuu']","['terjun', 'toro', 'seruuuu']","['terjun', 'toro', 'seruuuu']"
masih dalam tahap perbaikan,0,"['masih', 'dalam', 'tahap', 'perbaikan']","['masih', 'dalam', 'tahap', 'perbaikan']","['masih', 'dalam', 'tahap', 'baik']",['tahap']
sederhana natural tapi exotic,1,"['sederhana', 'natural', 'tapi', 'exotic']","['sederhana', 'natural', 'tapi', 'exotic']","['sederhana', 'natural', 'tapi', 'exotic']","['sederhana', 'natural', 'exotic']"
tempat yg enak unt santai,1,"['tempat', 'yg', 'enak', 'unt', 'santai']","['tempat', 'yang', 'enak', 'santai']","['tempat', 'yang', 'enak', 'santai']","['enak', 'santai']"
obyek legendaris di pantai utara madura,1,"['obyek', 'legendaris', 'di', 'pantai', 'utara', 'madura']","['obyek', 'legendaris', 'pantai', 'utara', 'madura']","['obyek', 'legendaris', 'pantai', 'utara', 'madura']","['obyek', 'legendaris', 'pantai', 'utara', 'madura']"
 ,0,[],[],[],[]
tempat terjangkau,1,"['tempat', 'terjangkau']","['tempat', 'terjangkau']","['tempat', 'jangkau']",['jangkau']
air terjun so beautiful,1,"['air', 'terjun', 'so', 'beautiful']","['terjun', 'beautiful']","['terjun', 'beautiful']","['terjun', 'beautiful']"
air terjun toroan ketapang,1,"['air', 'terjun', 'toroan', 'ketapang']","['terjun', 'toroan', 'ketapang']","['terjun', 'toro', 'ketapang']","['terjun', 'toro', 'ketapang']"
biasa aja,0,"['biasa', 'aja']","['biasa', 'saja']","['biasa', 'saja']",[]
tenang ,1,['tenang'],['tenang'],['tenang'],['tenang']
tempat gitu tok,0,"['tempat', 'gitu', 'tok']","['tempat', 'begitu']","['tempat', 'begitu']",[]
favorit para wanita ,1,"['favorit', 'para', 'wanita']","['favorit', 'para', 'wanita']","['favorit', 'para', 'wanita']","['favorit', 'wanita']"
mengecewakan,0,['mengecewakan'],['mengecewakan'],['kecewa'],['kecewa']
apik,1,['apik'],['apik'],['apik'],['apik']
waw,1,['waw'],[],[],[]
tenang,1,['tenang'],['tenang'],['tenang'],['tenang']
eksotik,1,['eksotik'],['eksotik'],['eksotik'],['eksotik']
alami,1,['alami'],['alami'],['alami'],['alami']
top banget,1,"['top', 'banget']",['banget'],['banget'],['banget']
layak dikunjungi,1,"['layak', 'dikunjungi']","['layak', 'dikunjungi']","['layak', 'kunjung']","['layak', 'kunjung']"
buaguss buangett  ,1,"['buaguss', 'buangett']","['buaguss', 'buangett']","['buaguss', 'buangett']","['buaguss', 'buangett']"
view mantab,1,"['view', 'mantab']","['view', 'mantab']","['view', 'mantab']","['view', 'mantab']"
air terjun toroan merupakan salah satu destinasi wisata di sampang letaknya dekat dengan pasar tradisional ketapang air terjun ini dekat dengan pantai sehingga airnya akan mengalir ke laut tempat ini tidak disarankan untuk anakanak karena tidak cukup area bermain dan dilarang berenang di sini,1,"['air', 'terjun', 'toroan', 'merupakan', 'salah', 'satu', 'destinasi', 'wisata', 'di', 'sampang', 'letaknya', 'dekat', 'dengan', 'pasar', 'tradisional', 'ketapang', 'air', 'terjun', 'ini', 'dekat', 'dengan', 'pantai', 'sehingga', 'airnya', 'akan', 'mengalir', 'ke', 'laut', 'tempat', 'ini', 'tidak', 'disarankan', 'untuk', 'anakanak', 'karena', 'tidak', 'cukup', 'area', 'bermain', 'dan', 'dilarang', 'berenang', 'di', 'sini']","['terjun', 'toroan', 'merupakan', 'salah', 'satu', 'destinasi', 'wisata', 'sampang', 'letaknya', 'dekat', 'dengan', 'pasar', 'tradisional', 'ketapang', 'terjun', 'dekat', 'dengan', 'pantai', 'sehingga', 'airnya', 'akan', 'mengalir', 'laut', 'tempat', 'tidak', 'disarankan', 'untuk', 'anakanak', 'karena', 'tidak', 'cukup', 'area', 'bermain', 'dilarang', 'berenang', 'sini']","['terjun', 'toro', 'rupa', 'salah', 'satu', 'destinasi', 'wisata', 'sampang', 'letak', 'dekat', 'dengan', 'pasar', 'tradisional', 'ketapang', 'terjun', 'dekat', 'dengan', 'pantai', 'sehingga', 'air', 'akan', 'alir', 'laut', 'tempat', 'tidak', 'saran', 'untuk', 'anakanak', 'karena', 'tidak', 'cukup', 'area', 'main', 'larang', 'renang', 'sini']","['terjun', 'toro', 'rupa', 'salah', 'destinasi', 'wisata', 'sampang', 'letak', 'pasar', 'tradisional', 'ketapang', 'terjun', 'pantai', 'air', 'alir', 'laut', 'saran', 'anakanak', 'area', 'main', 'larang', 'renang']"
air terjun unik airnya langsung jatuh ke lautpantai inilah air terjun terbesar di madura kita harus sangat berhatihati saat berjalan di sekitar pantai dekat air terjun jangan pernah berenang di bawah air terjun,1,"['air', 'terjun', 'unik', 'airnya', 'langsung', 'jatuh', 'ke', 'lautpantai', 'inilah', 'air', 'terjun', 'terbesar', 'di', 'madura', 'kita', 'harus', 'sangat', 'berhatihati', 'saat', 'berjalan', 'di', 'sekitar', 'pantai', 'dekat', 'air', 'terjun', 'jangan', 'pernah', 'berenang', 'di', 'bawah', 'air', 'terjun']","['terjun', 'unik', 'airnya', 'langsung', 'jatuh', 'lautpantai', 'inilah', 'terjun', 'terbesar', 'madura', 'kita', 'harus', 'sangat', 'berhatihati', 'saat', 'berjalan', 'sekitar', 'pantai', 'dekat', 'terjun', 'jangan', 'pernah', 'berenang', 'bawah', 'terjun']","['terjun', 'unik', 'air', 'langsung', 'jatuh', 'lautpantai', 'ini', 'terjun', 'besar', 'madura', 'kita', 'harus', 'sangat', 'berhatihati', 'saat', 'jalan', 'sekitar', 'pantai', 'dekat', 'terjun', 'jangan', 'pernah', 'renang', 'bawah', 'terjun']","['terjun', 'unik', 'air', 'langsung', 'jatuh', 'lautpantai', 'terjun', 'madura', 'berhatihati', 'jalan', 'pantai', 'terjun', 'renang', 'terjun']"
sungai mengalir ke laut membentuk air terjun airnya tidak terlalu bersih dan biaya parkir ,1,"['sungai', 'mengalir', 'ke', 'laut', 'membentuk', 'air', 'terjun', 'airnya', 'tidak', 'terlalu', 'bersih', 'dan', 'biaya', 'parkir']","['sungai', 'mengalir', 'laut', 'membentuk', 'terjun', 'airnya', 'tidak', 'terlalu', 'bersih', 'biaya', 'parkir']","['sungai', 'alir', 'laut', 'bentuk', 'terjun', 'air', 'tidak', 'terlalu', 'bersih', 'biaya', 'parkir']","['sungai', 'alir', 'laut', 'bentuk', 'terjun', 'air', 'bersih', 'biaya', 'parkir']"
salah satu spot foto terbaik di madura,1,"['salah', 'satu', 'spot', 'foto', 'terbaik', 'di', 'madura']","['salah', 'satu', 'spot', 'foto', 'terbaik', 'madura']","['salah', 'satu', 'spot', 'foto', 'baik', 'madura']","['salah', 'spot', 'foto', 'madura']"
tempat luar biasa untuk pecinta lanskap,1,"['tempat', 'luar', 'biasa', 'untuk', 'pecinta', 'lanskap']","['tempat', 'luar', 'biasa', 'untuk', 'pecinta', 'lanskap']","['tempat', 'luar', 'biasa', 'untuk', 'cinta', 'lanskap']","['cinta', 'lanskap']"
benarbenar tidak seperti yang saya harapkan air terjunnya sangat kecil dan kami tidak bisa berenang juga tidak terlalu direkomendasikan,0,"['benarbenar', 'tidak', 'seperti', 'yang', 'saya', 'harapkan', 'air', 'terjunnya', 'sangat', 'kecil', 'dan', 'kami', 'tidak', 'bisa', 'berenang', 'juga', 'tidak', 'terlalu', 'direkomendasikan']","['benarbenar', 'tidak', 'seperti', 'yang', 'saya', 'harapkan', 'terjunnya', 'sangat', 'kecil', 'kami', 'tidak', 'bisa', 'berenang', 'juga', 'tidak', 'terlalu', 'direkomendasikan']","['benarbenar', 'tidak', 'seperti', 'yang', 'saya', 'harap', 'terjun', 'sangat', 'kecil', 'kami', 'tidak', 'bisa', 'renang', 'juga', 'tidak', 'terlalu', 'rekomendasi']","['benarbenar', 'harap', 'terjun', 'renang', 'rekomendasi']"
air terjun mini di utara pulau madura,1,"['air', 'terjun', 'mini', 'di', 'utara', 'pulau', 'madura']","['terjun', 'mini', 'utara', 'pulau', 'madura']","['terjun', 'mini', 'utara', 'pulau', 'madura']","['terjun', 'mini', 'utara', 'pulau', 'madura']"
air yerjun toroan sampang,1,"['air', 'yerjun', 'toroan', 'sampang']","['yerjun', 'toroan', 'sampang']","['yerjun', 'toro', 'sampang']","['yerjun', 'toro', 'sampang']"
tidak apaapa untuk perhentian yang menyenangkan dan bahkan untuk hidangan lezat,1,"['tidak', 'apaapa', 'untuk', 'perhentian', 'yang', 'menyenangkan', 'dan', 'bahkan', 'untuk', 'hidangan', 'lezat']","['tidak', 'apaapa', 'untuk', 'perhentian', 'yang', 'menyenangkan', 'bahkan', 'untuk', 'hidangan', 'lezat']","['tidak', 'apaapa', 'untuk', 'henti', 'yang', 'senang', 'bahkan', 'untuk', 'hidang', 'lezat']","['apaapa', 'henti', 'senang', 'hidang', 'lezat']"
sunyi lingkungannya benarbenar tenang asri dan udaranya segar,1,"['sunyi', 'lingkungannya', 'benarbenar', 'tenang', 'asri', 'dan', 'udaranya', 'segar']","['sunyi', 'lingkungannya', 'benarbenar', 'tenang', 'asri', 'udaranya', 'segar']","['sunyi', 'lingkung', 'benarbenar', 'tenang', 'asri', 'udara', 'segar']","['sunyi', 'lingkung', 'benarbenar', 'tenang', 'asri', 'udara', 'segar']"
saya menyarankan anda untuk mengunjungi tempat ini jika anda berada di madura,1,"['saya', 'menyarankan', 'anda', 'untuk', 'mengunjungi', 'tempat', 'ini', 'jika', 'anda', 'berada', 'di', 'madura']","['saya', 'menyarankan', 'anda', 'untuk', 'mengunjungi', 'tempat', 'jika', 'anda', 'berada', 'madura']","['saya', 'saran', 'anda', 'untuk', 'unjung', 'tempat', 'jika', 'anda', 'ada', 'madura']","['saran', 'unjung', 'madura']"
tidak banyak yang bisa dilakukan hanya mengambil beberapa foto,0,"['tidak', 'banyak', 'yang', 'bisa', 'dilakukan', 'hanya', 'mengambil', 'beberapa', 'foto']","['tidak', 'banyak', 'yang', 'bisa', 'dilakukan', 'hanya', 'mengambil', 'beberapa', 'foto']","['tidak', 'banyak', 'yang', 'bisa', 'laku', 'hanya', 'ambil', 'beberapa', 'foto']","['laku', 'ambil', 'foto']"
juga ups,0,"['juga', 'ups']",['juga'],['juga'],[]
yang terbaik,1,"['yang', 'terbaik']","['yang', 'terbaik']","['yang', 'baik']",[]
tempatnya cukup menyeramkan,0,"['tempatnya', 'cukup', 'menyeramkan']","['tempatnya', 'cukup', 'menyeramkan']","['tempat', 'cukup', 'seram']",['seram']
itu tidak luar biasa kau tahu,0,"['itu', 'tidak', 'luar', 'biasa', 'kau', 'tahu']","['tidak', 'luar', 'biasa', 'tahu']","['tidak', 'luar', 'biasa', 'tahu']",[]
tempat air terjun nya tidak terawat masih banyak sampah berserakan,0,"['tempat', 'air', 'terjun', 'nya', 'tidak', 'terawat', 'masih', 'banyak', 'sampah', 'berserakan']","['tempat', 'terjun', 'tidak', 'terawat', 'masih', 'banyak', 'sampah', 'berserakan']","['tempat', 'terjun', 'tidak', 'awat', 'masih', 'banyak', 'sampah', 'sera']","['terjun', 'awat', 'sampah', 'sera']"
lokasi dan spot alam yg menarik tp sayang terlihat kumuh dan kotor seharusnya jd tugas pemerintah setempat untuk mengelola dgn baik,0,"['lokasi', 'dan', 'spot', 'alam', 'yg', 'menarik', 'tp', 'sayang', 'terlihat', 'kumuh', 'dan', 'kotor', 'seharusnya', 'jd', 'tugas', 'pemerintah', 'setempat', 'untuk', 'mengelola', 'dgn', 'baik']","['lokasi', 'spot', 'alam', 'yang', 'menarik', 'tapi', 'sayang', 'terlihat', 'kumuh', 'kotor', 'seharusnya', 'jadi', 'tugas', 'pemerintah', 'setempat', 'untuk', 'mengelola', 'dengan', 'baik']","['lokasi', 'spot', 'alam', 'yang', 'tarik', 'tapi', 'sayang', 'lihat', 'kumuh', 'kotor', 'harus', 'jadi', 'tugas', 'perintah', 'tempat', 'untuk', 'kelola', 'dengan', 'baik']","['lokasi', 'spot', 'alam', 'tarik', 'sayang', 'lihat', 'kumuh', 'kotor', 'tugas', 'perintah', 'kelola']"
airnya kotor dan sangat deras jika musim hujan,0,"['airnya', 'kotor', 'dan', 'sangat', 'deras', 'jika', 'musim', 'hujan']","['airnya', 'kotor', 'sangat', 'deras', 'jika', 'musim', 'hujan']","['air', 'kotor', 'sangat', 'deras', 'jika', 'musim', 'hujan']","['air', 'kotor', 'deras', 'musim', 'hujan']"
masih bnyak sampah yg berserakan,0,"['masih', 'bnyak', 'sampah', 'yg', 'berserakan']","['masih', 'banyak', 'sampah', 'yang', 'berserakan']","['masih', 'banyak', 'sampah', 'yang', 'sera']","['sampah', 'sera']"
jelek,0,['jelek'],['jelek'],['jelek'],['jelek']
perjalanan yang sangat jauh dari bangkalan dengan permukaan yang tidak rata air sangat kotor  keruh dan tidak banyak ruang untuk mengambil foto tidak menyangka itu sebenarnya lebih buruk daripada foto di pencarian google tidak akan merekomendasikan tempat ini untuk dikunjungi,0,"['perjalanan', 'yang', 'sangat', 'jauh', 'dari', 'bangkalan', 'dengan', 'permukaan', 'yang', 'tidak', 'rata', 'air', 'sangat', 'kotor', 'keruh', 'dan', 'tidak', 'banyak', 'ruang', 'untuk', 'mengambil', 'foto', 'tidak', 'menyangka', 'itu', 'sebenarnya', 'lebih', 'buruk', 'daripada', 'foto', 'di', 'pencarian', 'google', 'tidak', 'akan', 'merekomendasikan', 'tempat', 'ini', 'untuk', 'dikunjungi']","['perjalanan', 'yang', 'sangat', 'jauh', 'dari', 'bangkalan', 'dengan', 'permukaan', 'yang', 'tidak', 'rata', 'sangat', 'kotor', 'keruh', 'tidak', 'banyak', 'ruang', 'untuk', 'mengambil', 'foto', 'tidak', 'menyangka', 'sebenarnya', 'lebih', 'buruk', 'daripada', 'foto', 'pencarian', 'google', 'tidak', 'akan', 'merekomendasikan', 'tempat', 'untuk', 'dikunjungi']","['jalan', 'yang', 'sangat', 'jauh', 'dari', 'bangkal', 'dengan', 'muka', 'yang', 'tidak', 'rata', 'sangat', 'kotor', 'keruh', 'tidak', 'banyak', 'ruang', 'untuk', 'ambil', 'foto', 'tidak', 'sangka', 'benar', 'lebih', 'buruk', 'daripada', 'foto', 'cari', 'google', 'tidak', 'akan', 'rekomendasi', 'tempat', 'untuk', 'kunjung']","['jalan', 'bangkal', 'muka', 'kotor', 'keruh', 'ruang', 'ambil', 'foto', 'sangka', 'buruk', 'foto', 'cari', 'google', 'rekomendasi', 'kunjung']"
tempat yg bagus air terjun alami suasana adem ,1,"['tempat', 'yg', 'bagus', 'air', 'terjun', 'alami', 'suasana', 'adem']","['tempat', 'yang', 'bagus', 'terjun', 'alami', 'suasana', 'adem']","['tempat', 'yang', 'bagus', 'terjun', 'alami', 'suasana', 'adem']","['bagus', 'terjun', 'alami', 'suasana', 'adem']"
tiket masuk orang parkir mobil  sudah di kelola dengan lebih baik daripada bbrp tahun lalu ada kamar mandi ,1,"['tiket', 'masuk', 'orang', 'parkir', 'mobil', 'sudah', 'di', 'kelola', 'dengan', 'lebih', 'baik', 'daripada', 'bbrp', 'tahun', 'lalu', 'ada', 'kamar', 'mandi']","['tiket', 'masuk', 'orang', 'parkir', 'mobil', 'sudah', 'kelola', 'dengan', 'lebih', 'baik', 'daripada', 'beberapa', 'tahun', 'lalu', 'kamar', 'mandi']","['tiket', 'masuk', 'orang', 'parkir', 'mobil', 'sudah', 'kelola', 'dengan', 'lebih', 'baik', 'daripada', 'beberapa', 'tahun', 'lalu', 'kamar', 'mandi']","['tiket', 'masuk', 'orang', 'parkir', 'mobil', 'kelola', 'kamar', 'mandi']"
sangat unik mungkin satusatunya di nusantara air terjun langsung ke laut mirip yang saya lihat di jeju korea selatan,1,"['sangat', 'unik', 'mungkin', 'satusatunya', 'di', 'nusantara', 'air', 'terjun', 'langsung', 'ke', 'laut', 'mirip', 'yang', 'saya', 'lihat', 'di', 'jeju', 'korea', 'selatan']","['sangat', 'unik', 'mungkin', 'satusatunya', 'nusantara', 'terjun', 'langsung', 'laut', 'mirip', 'yang', 'saya', 'lihat', 'jeju', 'korea', 'selatan']","['sangat', 'unik', 'mungkin', 'satusatunya', 'nusantara', 'terjun', 'langsung', 'laut', 'mirip', 'yang', 'saya', 'lihat', 'jeju', 'korea', 'selatan']","['unik', 'satusatunya', 'nusantara', 'terjun', 'langsung', 'laut', 'lihat', 'jeju', 'korea', 'selatan']"
pengalam jadi orang bodoh itu tidak wajib,0,"['pengalam', 'jadi', 'orang', 'bodoh', 'itu', 'tidak', 'wajib']","['pengalaman', 'jadi', 'orang', 'bodoh', 'tidak', 'wajib']","['alam', 'jadi', 'orang', 'bodoh', 'tidak', 'wajib']","['alam', 'orang', 'bodoh', 'wajib']"
tempatnya bagus tetapi agak kotor ada limbah tebu yang sepertinya dibuang di sekitar area sehingga ada bau tidak sedap yang tercium kalau areanya bersih akan lebih menyenangkan menghabiskan waktu di sana,0,"['tempatnya', 'bagus', 'tetapi', 'agak', 'kotor', 'ada', 'limbah', 'tebu', 'yang', 'sepertinya', 'dibuang', 'di', 'sekitar', 'area', 'sehingga', 'ada', 'bau', 'tidak', 'sedap', 'yang', 'tercium', 'kalau', 'areanya', 'bersih', 'akan', 'lebih', 'menyenangkan', 'menghabiskan', 'waktu', 'di', 'sana']","['tempatnya', 'bagus', 'tetapi', 'agak', 'kotor', 'limbah', 'tebu', 'yang', 'sepertinya', 'dibuang', 'sekitar', 'area', 'sehingga', 'tidak', 'sedap', 'yang', 'tercium', 'kalau', 'areanya', 'bersih', 'akan', 'lebih', 'menyenangkan', 'menghabiskan', 'waktu', 'sana']","['tempat', 'bagus', 'tetapi', 'agak', 'kotor', 'limbah', 'tebu', 'yang', 'seperti', 'buang', 'sekitar', 'area', 'sehingga', 'tidak', 'sedap', 'yang', 'cium', 'kalau', 'area', 'bersih', 'akan', 'lebih', 'senang', 'habis', 'waktu', 'sana']","['bagus', 'kotor', 'limbah', 'tebu', 'buang', 'area', 'sedap', 'cium', 'area', 'bersih', 'senang', 'habis']"
bagus bgt,1,"['bagus', 'bgt']","['bagus', 'banget']","['bagus', 'banget']","['bagus', 'banget']"
pemandangan yang bagus untuk santai dengan keluarga,1,"['pemandangan', 'yang', 'bagus', 'untuk', 'santai', 'dengan', 'keluarga']","['pemandangan', 'yang', 'bagus', 'untuk', 'santai', 'dengan', 'keluarga']","['pandang', 'yang', 'bagus', 'untuk', 'santai', 'dengan', 'keluarga']","['pandang', 'bagus', 'santai', 'keluarga']"
indah dan asri,1,"['indah', 'dan', 'asri']","['indah', 'asri']","['indah', 'asri']","['indah', 'asri']"
tiketnya sangat murah dan air terjunnya cukup menarik,1,"['tiketnya', 'sangat', 'murah', 'dan', 'air', 'terjunnya', 'cukup', 'menarik']","['tiketnya', 'sangat', 'murah', 'terjunnya', 'cukup', 'menarik']","['tiket', 'sangat', 'murah', 'terjun', 'cukup', 'tarik']","['tiket', 'murah', 'terjun', 'tarik']"
kennengennah nyaman cellep,1,"['kennengennah', 'nyaman', 'cellep']","['kennengennah', 'nyaman', 'cellep']","['kennengennah', 'nyaman', 'cellep']","['kennengennah', 'nyaman', 'cellep']"
pemandangannya bagus tempatnya nyaman tetapi sangat di sayangkan dialiran air terjun masih banyak sampah sampah plastik yang berserakan alangkah lebih baik pengelola dapat membersihkan sampah sampah tersebut agar pemandangan jauh lebih baik lagi,1,"['pemandangannya', 'bagus', 'tempatnya', 'nyaman', 'tetapi', 'sangat', 'di', 'sayangkan', 'dialiran', 'air', 'terjun', 'masih', 'banyak', 'sampah', 'sampah', 'plastik', 'yang', 'berserakan', 'alangkah', 'lebih', 'baik', 'pengelola', 'dapat', 'membersihkan', 'sampah', 'sampah', 'tersebut', 'agar', 'pemandangan', 'jauh', 'lebih', 'baik', 'lagi']","['pemandangannya', 'bagus', 'tempatnya', 'nyaman', 'tetapi', 'sangat', 'sayangkan', 'dialiran', 'terjun', 'masih', 'banyak', 'sampah', 'sampah', 'plastik', 'yang', 'berserakan', 'alangkah', 'lebih', 'baik', 'pengelola', 'dapat', 'membersihkan', 'sampah', 'sampah', 'tersebut', 'agar', 'pemandangan', 'jauh', 'lebih', 'baik', 'lagi']","['pandang', 'bagus', 'tempat', 'nyaman', 'tetapi', 'sangat', 'sayang', 'alir', 'terjun', 'masih', 'banyak', 'sampah', 'sampah', 'plastik', 'yang', 'sera', 'alangkah', 'lebih', 'baik', 'kelola', 'dapat', 'bersih', 'sampah', 'sampah', 'sebut', 'agar', 'pandang', 'jauh', 'lebih', 'baik', 'lagi']","['pandang', 'bagus', 'nyaman', 'sayang', 'alir', 'terjun', 'sampah', 'sampah', 'plastik', 'sera', 'alangkah', 'kelola', 'bersih', 'sampah', 'sampah', 'pandang']"
kondisi setelah hujan airnya jadi kecoklatan,0,"['kondisi', 'setelah', 'hujan', 'airnya', 'jadi', 'kecoklatan']","['kondisi', 'setelah', 'hujan', 'airnya', 'jadi', 'kecoklatan']","['kondisi', 'telah', 'hujan', 'air', 'jadi', 'coklat']","['kondisi', 'hujan', 'air', 'coklat']"
tempat terbaik untuk dikunjungi saya suka lokasi ini,1,"['tempat', 'terbaik', 'untuk', 'dikunjungi', 'saya', 'suka', 'lokasi', 'ini']","['tempat', 'terbaik', 'untuk', 'dikunjungi', 'saya', 'suka', 'lokasi']","['tempat', 'baik', 'untuk', 'kunjung', 'saya', 'suka', 'lokasi']","['kunjung', 'suka', 'lokasi']"
menyesap,0,['menyesap'],['menyesap'],['sesap'],['sesap']
gak rugi datang kesini,1,"['gak', 'rugi', 'datang', 'kesini']","['enggak', 'rugi', 'datang', 'kesini']","['enggak', 'rugi', 'datang', 'kesini']","['rugi', 'kesini']"
